time,total_people,infected
36.91663074493408,0,0
36.947014570236206,0,0
36.9736123085022,0,0
37.00426435470581,0,0
37.030750036239624,0,0
37.05892634391785,0,0
37.089308977127075,0,0
37.11844778060913,0,0
37.143224000930786,0,0
37.170663833618164,0,0
37.1993510723114,0,0
37.22746157646179,0,0
37.25565767288208,0,0
37.284712076187134,0,0
37.31538701057434,0,0
37.34305715560913,0,0
37.36966419219971,0,0
37.40237236022949,0,0
37.43598818778992,0,0
37.463770389556885,0,0
37.49752140045166,0,0
37.52695631980896,0,0
37.555420875549316,0,0
37.588040828704834,0,0
37.623019218444824,0,0
37.655022859573364,0,0
37.6816942691803,0,0
37.71314764022827,0,0
37.740925788879395,0,0
37.77101182937622,0,0
37.797545433044434,0,0
37.829275131225586,0,0
37.865479946136475,0,0
37.89613604545593,0,0
37.923502922058105,0,0
37.94971418380737,0,0
37.973124504089355,0,0
38.005905866622925,0,0
38.03808403015137,0,0
38.06844472885132,0,0
38.09953188896179,0,0
38.127156496047974,0,0
38.15756011009216,0,0
38.187772035598755,0,0
38.22053098678589,0,0
38.24823832511902,0,0
38.27678680419922,0,0
38.307271242141724,0,0
38.336228132247925,0,0
38.3643479347229,0,0
38.39381694793701,0,0
38.424936056137085,0,0
38.45315170288086,0,0
38.47881197929382,0,0
38.50700783729553,0,0
38.53450107574463,0,0
38.5596706867218,0,0
38.58705258369446,0,0
38.61422514915466,0,0
38.64458727836609,0,0
38.67112493515015,0,0
38.70104455947876,0,0
38.72999286651611,0,0
38.75914764404297,0,0
38.784996032714844,0,0
38.81231951713562,0,0
38.8392858505249,0,0
38.86791205406189,0,0
38.89630055427551,0,0
38.92334246635437,0,0
38.94898772239685,0,0
38.97548532485962,0,0
39.001301288604736,0,0
39.030113697052,0,0
39.05705952644348,0,0
39.08451819419861,0,0
39.10957098007202,0,0
39.13520860671997,0,0
39.1613826751709,0,0
39.19034123420715,0,0
39.21530842781067,0,0
39.24382400512695,0,0
39.27702260017395,0,0
39.30968117713928,0,0
39.341917514801025,0,0
39.37514042854309,0,0
39.405330181121826,0,0
39.43050408363342,0,0
39.45972275733948,0,0
39.49148869514465,0,0
39.52532076835632,0,0
39.55782437324524,0,0
39.59186863899231,0,0
39.62692928314209,0,0
39.65969681739807,0,0
39.69314479827881,0,0
39.725624322891235,0,0
39.758978605270386,0,0
39.793012380599976,0,0
39.82603883743286,0,0
39.86075687408447,0,0
39.89566659927368,0,0
39.9295129776001,0,0
39.962796688079834,0,0
39.99570059776306,0,0
40.02779197692871,0,0
40.059922218322754,0,0
40.092944860458374,0,0
40.126628160476685,0,0
40.15983057022095,0,0
40.18636226654053,0,0
40.21439456939697,0,0
40.23792767524719,0,0
40.26612973213196,0,0
40.29150629043579,0,0
40.31846594810486,0,0
40.34873986244202,0,0
40.37462496757507,0,0
40.401318073272705,0,0
40.4332389831543,0,0
40.46467328071594,0,0
40.49416518211365,0,0
40.52156162261963,0,0
40.54893088340759,0,0
40.574129819869995,0,0
40.604280948638916,0,0
40.6302444934845,0,0
40.655606746673584,0,0
40.68519997596741,0,0
40.71430850028992,0,0
40.74188733100891,0,0
40.768484354019165,0,0
40.79814147949219,0,0
40.82571220397949,0,0
40.853957414627075,0,0
40.882239818573,0,0
40.91174030303955,0,0
40.94077014923096,0,0
40.96948456764221,0,0
40.99537134170532,0,0
41.021793365478516,0,0
41.04994511604309,0,0
41.07550811767578,0,0
41.103100299835205,0,0
41.13323211669922,0,0
41.161585330963135,0,0
41.18960499763489,0,0
41.21536040306091,0,0
41.24476623535156,0,0
41.27449154853821,0,0
41.30203175544739,0,0
41.33361601829529,0,0
41.36184048652649,0,0
41.39034342765808,0,0
41.41726493835449,0,0
41.44566035270691,0,0
41.87748312950134,10,1
41.90340447425842,10,1
41.95507574081421,10,1
41.9911892414093,10,1
42.02112412452698,10,1
42.05428743362427,10,1
42.08923840522766,10,1
42.11919903755188,10,1
42.15290379524231,10,1
